Gene,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000024457,-0.144798849,6.274987791,3.157711999,0.075569027,0.155890049
ENSMUSG00000045999,-0.538558826,10.02586549,3.157691666,0.075569968,0.155890049
ENSMUSG00000104498,0.208523307,4.10303851,3.156446584,0.075627634,0.155984245
ENSMUSG00000098196,-0.372018281,2.322575389,3.155822124,0.075656573,0.156019173
ENSMUSG00000026202,-0.178853601,7.193875275,3.155365934,0.075677722,0.156038026
ENSMUSG00000038776,-0.284212483,3.163092633,3.152457486,0.075812707,0.15629155
ENSMUSG00000042369,0.182707563,5.18321081,3.150382442,0.07590917,0.156465594
ENSMUSG00000085609,0.414969202,2.198990044,3.149902521,0.075931499,0.1564868
ENSMUSG00000035958,-0.215269544,4.174086132,3.148918313,0.075977313,0.156556391
ENSMUSG00000091764,0.740502966,0.06999601,3.14761102,0.076038212,0.156639639
ENSMUSG00000021694,-0.3246903,2.92774991,3.147533614,0.076041819,0.156639639
ENSMUSG00000034201,0.147448854,7.185663322,3.14610352,0.076108502,0.156752155
ENSMUSG00000016833,-0.199082583,4.655959942,3.145267027,0.076147536,0.156797817
ENSMUSG00000021510,-0.222844623,4.365499628,3.145111339,0.076154803,0.156797817
ENSMUSG00000022637,-0.257381476,5.119419714,3.144320354,0.076191737,0.156849012
ENSMUSG00000028403,-0.165307546,6.160859669,3.139854606,0.076400618,0.157254107
ENSMUSG00000093445,0.317051484,2.728079492,3.137327022,0.076519116,0.15747307
ENSMUSG00000097823,0.837716301,0.337329444,3.135155106,0.076621098,0.157657978
ENSMUSG00000087687,0.26294858,4.262642808,3.133418074,0.076702765,0.157782783
ENSMUSG00000032401,0.753042603,1.56111941,3.133256002,0.07671039,0.157782783
ENSMUSG00000037926,0.485158197,7.558057919,3.133090529,0.076718175,0.157782783
ENSMUSG00000035640,-0.286684749,3.236948452,3.129604537,0.076882388,0.158095493
ENSMUSG00000036819,0.306436101,3.085639853,3.129094927,0.076906426,0.158119904
ENSMUSG00000097839,0.523753982,1.278612016,3.128695364,0.076925278,0.158133647
ENSMUSG00000034189,-0.166980911,5.707317026,3.128269311,0.076945386,0.158138547
ENSMUSG00000019689,0.405877362,2.267282622,3.128129231,0.076951999,0.158138547
ENSMUSG00000013878,0.215077998,4.544227003,3.123839887,0.077154771,0.158530182
ENSMUSG00000045795,-0.188974048,4.606366087,3.123306631,0.07718002,0.158556993
ENSMUSG00000024446,-0.262157081,3.446563876,3.122667925,0.077210274,0.158594076
ENSMUSG00000034636,-0.169338648,5.966015137,3.121671615,0.077257491,0.158665986
ENSMUSG00000029247,0.149055528,6.884826,3.120775841,0.077299971,0.158728144
ENSMUSG00000101586,0.461352774,1.618153102,3.120262242,0.077324339,0.158753097
ENSMUSG00000085606,0.757443469,0.861214982,3.119446676,0.07736305,0.158807486
ENSMUSG00000011832,0.224772768,4.148767395,3.117277504,0.077466111,0.158993933
ENSMUSG00000006019,0.177954729,5.077767516,3.116993936,0.077479595,0.158996497
ENSMUSG00000024869,0.24416108,3.72044016,3.115608564,0.077545506,0.159106631
ENSMUSG00000004771,-0.140833915,6.40496183,3.114102419,0.077617232,0.159228658
ENSMUSG00000028854,0.144647644,6.166215189,3.112926717,0.077673271,0.159318471
ENSMUSG00000037300,-0.159402022,5.918130322,3.111944142,0.077720138,0.159389446
ENSMUSG00000030839,-0.242190705,3.501762873,3.111315582,0.077750136,0.159425807
ENSMUSG00000027615,0.161730782,6.113859284,3.110994906,0.077765444,0.15942991
ENSMUSG00000057103,0.758556553,0.529140361,3.11073345,0.077777928,0.15942991
ENSMUSG00000029772,0.174701657,5.459440865,3.110430512,0.077792396,0.15942991
ENSMUSG00000060802,0.136039375,9.981058949,3.110246036,0.077801207,0.15942991
ENSMUSG00000037487,-0.155658888,8.361411235,3.108121199,0.077902776,0.159597864
ENSMUSG00000025572,-0.229931321,5.072515447,3.108017656,0.077907729,0.159597864
ENSMUSG00000000600,0.178318323,4.973659439,3.107352705,0.077939546,0.159625305
ENSMUSG00000040462,-0.143836105,7.828280756,3.107224333,0.07794569,0.159625305
ENSMUSG00000093772,0.507912428,1.686230081,3.105949857,0.078006716,0.159725111
ENSMUSG00000069662,-0.48965426,2.47706622,3.105417811,0.078032207,0.159752136
ENSMUSG00000035933,0.199818464,5.100695703,3.104811268,0.078061278,0.159786482
ENSMUSG00000000673,0.536587722,1.54809008,3.103859673,0.078106911,0.159854712
ENSMUSG00000053706,0.340010113,6.217026292,3.102561649,0.078169204,0.15995701
ENSMUSG00000042396,-0.162919157,7.105033557,3.098014033,0.078387866,0.160361255
ENSMUSG00000009563,-0.170282018,5.582667802,3.097939974,0.078391432,0.160361255
ENSMUSG00000036678,0.231781592,4.812317156,3.095587715,0.0785048,0.160567891
ENSMUSG00000006782,0.155857059,5.979227337,3.090113289,0.078769324,0.161083577
ENSMUSG00000037426,0.259668338,4.875891109,3.089489609,0.078799521,0.161119977
ENSMUSG00000037432,0.323569812,2.63638368,3.0888089,0.078832493,0.16116204
ENSMUSG00000038780,-0.169451302,5.346386531,3.088119478,0.078865903,0.161204982
ENSMUSG00000021868,-0.289751416,3.435638877,3.083534623,0.079088476,0.161634507
ENSMUSG00000022805,-0.718394264,0.331122095,3.080366669,0.079242659,0.161915458
ENSMUSG00000030417,-0.221225252,4.971198467,3.080198278,0.079250864,0.161915458
ENSMUSG00000031979,-0.170749735,5.33618136,3.079602659,0.079279892,0.161949305
ENSMUSG00000014498,-0.188810655,6.90612303,3.078667738,0.07932548,0.161972096
ENSMUSG00000078676,0.139582385,6.29586291,3.0786593,0.079325891,0.161972096
ENSMUSG00000075327,-0.255148777,4.060564904,3.078607065,0.079328439,0.161972096
ENSMUSG00000071281,0.292619959,4.338820606,3.077865917,0.079364599,0.162020473
ENSMUSG00000038764,0.20404023,4.526981759,3.076921937,0.079410682,0.162058878
ENSMUSG00000022010,0.153606903,6.380782423,3.076807341,0.079416278,0.162058878
ENSMUSG00000027550,-0.217143977,4.519740716,3.076714307,0.079420821,0.162058878
ENSMUSG00000040945,-0.140234575,6.963247451,3.074099291,0.079548647,0.162294225
ENSMUSG00000027312,0.154831128,6.516364312,3.073827559,0.079561942,0.162295872
ENSMUSG00000076437,0.260689833,4.72377007,3.073371761,0.079584249,0.162315897
ENSMUSG00000066057,0.576369474,1.542647301,3.072399904,0.079631834,0.162387465
ENSMUSG00000022337,0.16516945,6.125610497,3.070607469,0.079719677,0.162534254
ENSMUSG00000085963,0.739566554,0.135197861,3.070420843,0.079728829,0.162534254
ENSMUSG00000020263,0.196432326,6.153813948,3.066561756,0.079918333,0.162895022
ENSMUSG00000070697,0.148822418,5.432343005,3.064142146,0.080037398,0.163112125
ENSMUSG00000055652,-0.192801122,5.524490261,3.06240577,0.08012296,0.163260894
ENSMUSG00000033318,-0.381776242,2.143330487,3.061668299,0.080159329,0.163309396
ENSMUSG00000034544,-0.192725312,5.056639845,3.060977874,0.080193394,0.163352937
ENSMUSG00000074890,-0.247110003,3.670236491,3.060725718,0.08020584,0.163352937
ENSMUSG00000038533,-0.242099328,4.852289093,3.059336187,0.080274458,0.163467072
ENSMUSG00000027649,-0.170757493,5.179885949,3.05796532,0.080342216,0.16357942
ENSMUSG00000034210,0.154567605,5.945189655,3.057513788,0.080364548,0.163599258
ENSMUSG00000028780,0.847235064,-0.205462351,3.056957653,0.080392062,0.163629637
ENSMUSG00000042178,-0.185015247,5.036553483,3.055786984,0.080450012,0.163699286
ENSMUSG00000029570,-0.397367776,7.078865107,3.055757491,0.080451473,0.163699286
ENSMUSG00000034269,-0.146512078,7.127176455,3.055313085,0.080473484,0.163715529
ENSMUSG00000018974,-0.149798177,5.650217462,3.05508769,0.08048465,0.163715529
ENSMUSG00000024799,0.334214924,3.497217025,3.053997041,0.080538705,0.163799846
ENSMUSG00000068184,0.359080075,2.897617984,3.052278119,0.080623979,0.163947618
ENSMUSG00000078317,0.241841583,3.4362511,3.050998014,0.080687546,0.164051212
ENSMUSG00000030649,-0.278028446,4.187774466,3.047032838,0.080884792,0.164426522
ENSMUSG00000003363,-0.135435362,10.01429764,3.045404791,0.080965929,0.164565719
ENSMUSG00000066613,0.444467229,2.583835449,3.044854728,0.080993362,0.164595736
ENSMUSG00000026489,0.441168781,3.579275295,3.040547286,0.081208534,0.165007209
ENSMUSG00000026463,-0.394988419,4.089384563,3.039686055,0.08125163,0.165048134
ENSMUSG00000029097,0.265401897,3.442534313,3.039637197,0.081254075,0.165048134
ENSMUSG00000056019,0.299994923,3.660353346,3.039174008,0.081277264,0.165069436
ENSMUSG00000093734,-0.589035204,0.809184077,3.038271697,0.081322457,0.165135414
ENSMUSG00000055809,0.584630081,1.104608711,3.033157488,0.081579119,0.165630718
ENSMUSG00000103473,0.645244123,0.815064131,3.029474022,0.081764518,0.165981206
ENSMUSG00000029147,-0.14232832,7.036331556,3.027592957,0.081859373,0.166147808
ENSMUSG00000028795,0.284530414,3.232756111,3.027183224,0.08188005,0.166163825
ENSMUSG00000022422,0.519451347,2.49705331,3.026673942,0.081905759,0.166190046
ENSMUSG00000040018,-0.184829342,5.111124236,3.024817127,0.081999565,0.166354409
ENSMUSG00000031200,0.396304502,2.498956349,3.020531127,0.082216536,0.16676855
ENSMUSG00000020460,-0.147354573,7.939101769,3.020250307,0.082230773,0.1667714
ENSMUSG00000034729,-0.236321147,4.210666136,3.019027869,0.082292782,0.1668475
ENSMUSG00000039328,0.614801781,0.717562142,3.01897179,0.082295628,0.1668475
ENSMUSG00000040928,0.249387515,4.481343757,3.01875143,0.082306812,0.1668475
ENSMUSG00000005800,-0.22269667,4.893897179,3.016925284,0.082399555,0.167009453
ENSMUSG00000051518,-0.251381233,3.836957423,3.011305362,0.082685679,0.167563243
ENSMUSG00000021624,0.244407094,4.428736058,3.010162606,0.08274399,0.167622228
ENSMUSG00000027163,-0.247286975,4.462912744,3.010057235,0.082749369,0.167622228
ENSMUSG00000068749,-0.168951285,6.007078487,3.009976731,0.082753479,0.167622228
ENSMUSG00000023032,0.957959622,0.282853386,3.00539063,0.082987971,0.16807101
ENSMUSG00000029513,-0.205936665,4.941762683,3.004878917,0.08301418,0.168097893
ENSMUSG00000025583,-0.140846374,5.459676364,3.004385687,0.08303945,0.168122869
ENSMUSG00000000552,0.171077567,6.156202751,3.002199102,0.08315158,0.168315036
ENSMUSG00000040354,0.148571014,5.925170338,3.002029808,0.083160268,0.168315036
ENSMUSG00000044068,-0.282355782,4.020152306,3.001463557,0.083189336,0.168347651
ENSMUSG00000025823,0.280663661,8.103529293,3.000645824,0.083231333,0.168406414
ENSMUSG00000023026,-0.145341832,7.710448106,3.000343122,0.083246884,0.168411661
ENSMUSG00000025466,0.278905074,3.25377984,2.997870185,0.083374053,0.168642676
ENSMUSG00000035704,0.246342984,4.856945647,2.995853208,0.083477929,0.168826513
ENSMUSG00000096221,-0.183310713,4.329727482,2.995199125,0.083511645,0.168843886
ENSMUSG00000058503,-0.197603942,4.316147733,2.995182476,0.083512504,0.168843886
ENSMUSG00000081208,-0.544987902,0.836777142,2.994415108,0.083552079,0.168897622
ENSMUSG00000092341,-0.181978469,11.04377116,2.993907073,0.08357829,0.168924333
ENSMUSG00000041765,-0.184269263,5.047421198,2.993368762,0.083606073,0.168940621
ENSMUSG00000062931,-0.377012964,2.300917593,2.993247214,0.083612348,0.168940621
ENSMUSG00000084616,0.612608682,1.219739385,2.992208764,0.083665977,0.169022701
ENSMUSG00000054604,0.149746025,6.973674794,2.991385998,0.083708494,0.16908231
ENSMUSG00000058586,-0.181402679,5.162449777,2.989085687,0.083827487,0.169293432
ENSMUSG00000028630,-0.216875563,4.584300292,2.988306301,0.083867846,0.169293432
ENSMUSG00000018547,0.167837613,6.022951597,2.988257424,0.083870377,0.169293432
ENSMUSG00000026786,0.145974221,8.19599251,2.988147926,0.083876049,0.169293432
ENSMUSG00000026466,-0.149718216,7.77147029,2.98804349,0.083881459,0.169293432
ENSMUSG00000096463,0.37123973,1.781238727,2.98785597,0.083891174,0.169293432
ENSMUSG00000040618,0.245611045,4.417047487,2.986922169,0.083939571,0.169364798
ENSMUSG00000022096,-0.39416847,7.024516825,2.985399013,0.084018577,0.169497893
ENSMUSG00000099681,-0.5021593,1.642376288,2.984218909,0.084079845,0.169595167
ENSMUSG00000024242,-0.181769653,5.098054895,2.983289054,0.084128154,0.169666277
ENSMUSG00000031684,0.293823486,4.765424365,2.982579035,0.084165062,0.169714375
ENSMUSG00000103067,0.80287568,0.402883111,2.979603104,0.084319947,0.170000315
ENSMUSG00000063856,0.139158455,9.015729739,2.978655804,0.084369315,0.170073463
ENSMUSG00000053390,0.238154031,3.800713388,2.977832903,0.084412225,0.170133572
ENSMUSG00000040044,-0.166966142,5.639293268,2.975663631,0.084525455,0.170335371
ENSMUSG00000024590,-0.200543774,6.49642525,2.975073092,0.084556307,0.170371127
ENSMUSG00000026491,-0.124912961,7.477971908,2.9743048,0.084596465,0.170425618
ENSMUSG00000044285,-0.575219155,0.997633474,2.974022597,0.084611221,0.170428925
ENSMUSG00000021972,0.189851639,5.487314698,2.973401155,0.084643724,0.170467975
ENSMUSG00000032966,-0.143077501,6.76196512,2.971131971,0.084762524,0.170680782
ENSMUSG00000038545,0.248685108,3.559465921,2.969235692,0.08486194,0.170854495
ENSMUSG00000002006,-0.657655244,0.743848273,2.965807364,0.085041995,0.171166504
ENSMUSG00000021660,-0.131479998,7.779572307,2.965783441,0.085043253,0.171166504
ENSMUSG00000046201,-0.169669994,6.010851207,2.964698137,0.08510034,0.171249792
ENSMUSG00000021548,0.187749924,4.816197076,2.96449578,0.085110989,0.171249792
ENSMUSG00000017756,-0.141289337,7.931610403,2.963961467,0.085139113,0.171279862
ENSMUSG00000064037,-0.204981819,4.717972256,2.963518034,0.085162461,0.171300315
ENSMUSG00000092134,-0.390481891,1.967243232,2.963051791,0.085187017,0.171323193
ENSMUSG00000055216,-0.51241628,1.36458057,2.962271381,0.085228138,0.171379371
ENSMUSG00000035283,-0.397218737,5.353566036,2.960459915,0.085323668,0.171544924
ENSMUSG00000026155,-0.144169887,6.414616364,2.959808594,0.085358045,0.171587494
ENSMUSG00000035954,0.175019762,6.745374575,2.959124526,0.085394166,0.171610769
ENSMUSG00000031442,-0.741450115,0.487183548,2.95908918,0.085396033,0.171610769
ENSMUSG00000018740,0.345791946,2.469454194,2.957095353,0.085501411,0.171772244
ENSMUSG00000028687,0.377724529,2.611454467,2.957068716,0.08550282,0.171772244
ENSMUSG00000017466,-0.158096505,5.915927478,2.956342102,0.085541258,0.171822905
ENSMUSG00000035284,-0.161263761,7.870895999,2.955208954,0.085601241,0.171908822
ENSMUSG00000029016,-0.213838889,4.811766083,2.954898611,0.085617676,0.171908822
ENSMUSG00000035266,-0.263553858,3.419246816,2.954665644,0.085630016,0.171908822
ENSMUSG00000024238,-0.234781954,3.802155359,2.954534892,0.085636943,0.171908822
ENSMUSG00000037211,0.419375888,3.736220072,2.95408079,0.085661004,0.171930565
ENSMUSG00000020235,0.182692748,5.613213577,2.952768877,0.085730559,0.172043598
ENSMUSG00000099689,-0.43723872,1.554531831,2.95159659,0.085792762,0.172141846
ENSMUSG00000027187,0.144341147,7.417975117,2.95092241,0.085828557,0.172187084
ENSMUSG00000025791,-0.189378171,4.825677896,2.949876269,0.085884133,0.172271986
ENSMUSG00000042510,-0.577796766,0.932421925,2.947989445,0.085984469,0.17244663
ENSMUSG00000031590,0.182136981,4.91516316,2.94762519,0.086003854,0.172456477
ENSMUSG00000037361,-0.155224626,5.435522822,2.947398515,0.086015919,0.172456477
ENSMUSG00000013822,-0.189748486,4.721726334,2.941565913,0.086327006,0.17305349
ENSMUSG00000089951,0.734109323,0.736958228,2.940724831,0.086371967,0.173107313
ENSMUSG00000024163,-0.156081995,7.077777015,2.940565321,0.086380496,0.173107313
ENSMUSG00000020232,0.170509148,5.911036737,2.939315339,0.086447368,0.173214616
ENSMUSG00000019791,0.254143825,3.481276562,2.937757722,0.086530777,0.173355014
ENSMUSG00000027636,-0.171633567,5.624193276,2.936425341,0.086602193,0.173471347
ENSMUSG00000099098,0.305826136,3.099433708,2.935069676,0.086674923,0.173590276
ENSMUSG00000033883,-0.290819868,3.512559036,2.934197485,0.08672175,0.173657298
ENSMUSG00000024400,-0.178992774,6.003455295,2.932999976,0.086786088,0.173759359
ENSMUSG00000025040,0.17325199,5.393526466,2.932213989,0.086828344,0.173817184
ENSMUSG00000027109,0.136003968,6.730527446,2.929385095,0.086980616,0.174095192
ENSMUSG00000032261,0.133990955,7.561527459,2.92826077,0.087041215,0.174189074
ENSMUSG00000019826,0.241110227,4.151312312,2.928017611,0.087054327,0.174189074
ENSMUSG00000072847,-0.238123768,3.454520547,2.925805663,0.087173701,0.174401081
ENSMUSG00000089989,0.455787562,1.289507404,2.925491158,0.087190689,0.174408218
ENSMUSG00000042363,-0.327851896,3.013483953,2.92504082,0.087215019,0.17441429
ENSMUSG00000028412,-0.250721951,3.64921108,2.92465304,0.087235976,0.17441429
ENSMUSG00000004446,0.277075034,3.566675207,2.924591152,0.087239321,0.17441429
ENSMUSG00000004054,0.174276854,7.104184153,2.924392743,0.087250046,0.17441429
ENSMUSG00000041774,-0.165183334,5.04063042,2.924193321,0.087260827,0.17441429
ENSMUSG00000031669,0.356139346,3.183248239,2.922432321,0.087356094,0.174577857
ENSMUSG00000068874,0.364211667,2.437476764,2.922170888,0.087370247,0.174579294
ENSMUSG00000038459,-0.140450357,6.971323683,2.921847131,0.087387777,0.174587479
ENSMUSG00000097423,0.427906492,2.042628716,2.921575309,0.087402498,0.17459005
ENSMUSG00000082630,0.771036758,-0.01218285,2.921217467,0.087421881,0.174597665
ENSMUSG00000040269,-0.3274201,3.307027567,2.921008925,0.08743318,0.174597665
ENSMUSG00000022858,0.176619004,6.980758769,2.920710201,0.087449367,0.174603161
ENSMUSG00000020390,0.193107251,6.488682295,2.919454431,0.087517449,0.174712254
ENSMUSG00000033257,-0.162644346,5.474699688,2.918606866,0.087563433,0.174777204
ENSMUSG00000002524,-0.137772847,6.709984521,2.917042521,0.087648374,0.174919881
ENSMUSG00000044037,-0.205812448,4.898410229,2.916374186,0.08768469,0.174965489
ENSMUSG00000029310,0.170393915,5.532175108,2.915459027,0.087734445,0.174998905
ENSMUSG00000023191,0.306297903,2.589300089,2.915454102,0.087734713,0.174998905
ENSMUSG00000026946,0.212862554,4.038365335,2.915323182,0.087741833,0.174998905
ENSMUSG00000011427,0.413889311,4.026917862,2.914419763,0.087790984,0.175070068
ENSMUSG00000059119,-0.139133888,6.829557605,2.913468165,0.087842789,0.1751465
ENSMUSG00000020717,0.486340815,1.159881553,2.912694796,0.087884915,0.175203614
ENSMUSG00000019773,0.322640894,4.473097531,2.912108258,0.087916879,0.175240454
ENSMUSG00000017670,0.130731254,7.766415809,2.911261099,0.087963068,0.175305633
ENSMUSG00000023845,0.139433183,7.442530428,2.910842368,0.087985908,0.175324266
ENSMUSG00000031355,0.40111704,2.379356032,2.910202054,0.088020847,0.175366997
ENSMUSG00000073731,-0.700353805,1.480810938,2.909355142,0.088067081,0.175432218
ENSMUSG00000052837,-0.70204623,8.210250753,2.908931531,0.088090217,0.175451411
ENSMUSG00000028931,-0.132191816,6.868569906,2.905472645,0.088279372,0.175801213
ENSMUSG00000025610,0.785380141,0.675803543,2.903887828,0.088366187,0.175947138
ENSMUSG00000097004,-0.183826485,4.728252235,2.902168641,0.088460468,0.17610788
ENSMUSG00000097125,-0.306877393,5.509394346,2.901290637,0.08850866,0.176160119
ENSMUSG00000072889,0.249585927,3.952217828,2.901196699,0.088513818,0.176160119
ENSMUSG00000017718,-0.233766019,3.431906521,2.900267324,0.088564864,0.176234722
ENSMUSG00000048170,0.147041565,6.653207347,2.899614472,0.088600741,0.176279123
ENSMUSG00000082536,-0.506338616,1.137840434,2.899049298,0.088631812,0.17631395
ENSMUSG00000028013,0.200028016,4.123823749,2.896746984,0.088758508,0.17652552
ENSMUSG00000019738,-0.221933604,3.693781717,2.896623062,0.088765333,0.17652552
ENSMUSG00000019188,-0.134441068,7.08313327,2.894680939,0.088872369,0.176701553
ENSMUSG00000025358,0.178443567,5.81658839,2.894523644,0.088881045,0.176701553
ENSMUSG00000050390,-0.315698028,7.479756351,2.893081819,0.088960607,0.176832677
ENSMUSG00000031934,0.22664877,3.969776575,2.892159487,0.089011543,0.176906869
ENSMUSG00000062981,0.180061383,5.080730658,2.891865033,0.089027811,0.176907279
ENSMUSG00000037336,-0.399689621,1.933970206,2.89166301,0.089038974,0.176907279
ENSMUSG00000034175,-0.173543922,4.776628159,2.891348306,0.089056367,0.176914788
ENSMUSG00000064347,-0.550093661,1.758759098,2.890269514,0.089116017,0.177006228
ENSMUSG00000079659,-0.42110204,2.302179963,2.889575477,0.089154415,0.177055436
ENSMUSG00000030393,0.479887711,1.961183671,2.888646555,0.089205836,0.177130489
ENSMUSG00000024187,-0.153545185,5.471075042,2.887656794,0.089260661,0.177208281
ENSMUSG00000036214,0.611830453,0.797753424,2.887447025,0.089272285,0.177208281
ENSMUSG00000053565,-0.153584292,6.720773663,2.886910078,0.089302047,0.177240288
ENSMUSG00000020211,-0.186862319,5.922120995,2.885461677,0.089382383,0.177372645
ENSMUSG00000032377,0.219606321,4.071205321,2.884757899,0.089421446,0.177423072
ENSMUSG00000063015,0.170423423,8.544437206,2.884287129,0.089447587,0.17743248
ENSMUSG00000049643,-0.214692404,5.678611929,2.884180774,0.089453494,0.17743248
ENSMUSG00000031556,-0.15951692,6.027772873,2.883858662,0.089471386,0.177440887
ENSMUSG00000039521,0.264324198,3.863501712,2.88299398,0.089519435,0.17750909
ENSMUSG00000022139,-0.156804956,7.148917009,2.882336595,0.089555983,0.177554471
ENSMUSG00000038497,0.16141649,5.553699215,2.881333616,0.089611777,0.177612116
ENSMUSG00000041216,0.231426397,4.845845136,2.881322565,0.089612392,0.177612116
ENSMUSG00000053353,-0.65792506,0.499255402,2.881067568,0.089626583,0.177613156
ENSMUSG00000027950,-0.333264659,2.216591624,2.879956122,0.089688466,0.17770869
ENSMUSG00000037313,0.186911012,5.799557749,2.878203641,0.089786134,0.17787509
ENSMUSG00000044894,-0.192904798,5.769282271,2.87598618,0.089909881,0.178093098
ENSMUSG00000033411,0.171486526,5.11802547,2.874304209,0.090003868,0.178252099
ENSMUSG00000103739,0.691156447,0.169972625,2.873713025,0.090036928,0.178290404
ENSMUSG00000010651,-0.499130441,7.594089896,2.873282337,0.090061022,0.178310944
ENSMUSG00000100629,-0.260910187,3.38157471,2.870765916,0.090201933,0.178562731
ENSMUSG00000029270,0.191975104,7.135431211,2.865131927,0.090518288,0.179161691
ENSMUSG00000032407,-0.136220522,6.756193713,2.863550609,0.090607296,0.179310556
ENSMUSG00000026311,-0.224760981,4.15057906,2.862305513,0.090677447,0.179422061
ENSMUSG00000033060,-0.758522909,0.187163494,2.861321252,0.090732943,0.179504541
ENSMUSG00000008958,0.175269373,5.101983434,2.86087051,0.09075837,0.179527516
ENSMUSG00000041712,-0.200675591,5.479476535,2.8600474,0.090804823,0.179592067
ENSMUSG00000097128,-0.423085727,1.785574635,2.858226518,0.090907677,0.179768132
ENSMUSG00000035354,-0.234067539,5.862465159,2.856455473,0.091007837,0.179938817
ENSMUSG00000038844,0.212041498,5.803050558,2.855204873,0.091078636,0.180051407
ENSMUSG00000027843,-0.570368042,1.557174099,2.853927746,0.091150998,0.180167053
ENSMUSG00000030826,0.213236983,5.38902869,2.853659122,0.091166226,0.18016975
ENSMUSG00000058799,0.129881839,8.317267274,2.851180843,0.09130685,0.180420225
ENSMUSG00000032867,-0.145588511,5.870992779,2.849611028,0.091396047,0.180569022
ENSMUSG00000061758,-0.154818428,5.470094229,2.849335916,0.091411689,0.18057171
ENSMUSG00000039081,0.285330645,4.271436676,2.849098373,0.091425197,0.18057171
ENSMUSG00000040761,-0.204176507,7.194831292,2.846125154,0.091594453,0.18083938
ENSMUSG00000003992,-0.427286244,2.236699618,2.846077121,0.09159719,0.18083938
ENSMUSG00000018983,0.304191338,6.386198697,2.84598456,0.091602465,0.18083938
ENSMUSG00000092371,-0.147521872,5.096165596,2.844532341,0.091685267,0.180975354
ENSMUSG00000044348,-0.548887389,1.534088914,2.843952772,0.091718336,0.181013134
ENSMUSG00000025169,-0.259144337,3.117954689,2.840629898,0.091908178,0.181360262
ENSMUSG00000036275,-0.13104418,7.217110742,2.839462313,0.091974986,0.181464539
ENSMUSG00000025742,0.159780607,5.419129618,2.837825417,0.092068736,0.181621934
ENSMUSG00000097180,-0.795014398,0.618835011,2.837172398,0.092106166,0.181668194
ENSMUSG00000002010,0.126080923,6.767973935,2.836494546,0.092145036,0.18167398
ENSMUSG00000078786,-0.215402606,4.164543748,2.836475154,0.092146148,0.18167398
ENSMUSG00000025969,-0.285212135,7.526813469,2.83638993,0.092151037,0.18167398
ENSMUSG00000037375,0.705288936,0.138241307,2.834930265,0.092234805,0.181811547
ENSMUSG00000085485,0.483209324,2.149344847,2.832161751,0.092393914,0.18209756
ENSMUSG00000042303,0.272610973,3.469857374,2.83149759,0.092432129,0.182142828
ENSMUSG00000001700,-0.696872527,0.58664091,2.831275458,0.092444913,0.182142828
ENSMUSG00000022844,0.481977148,2.328767529,2.829784387,0.092530782,0.18228144
ENSMUSG00000038046,-0.458905084,2.315302705,2.829566847,0.092543317,0.18228144
ENSMUSG00000034586,-0.740564358,-0.151026148,2.827311754,0.092673368,0.182509939
ENSMUSG00000034165,0.246745542,6.970878127,2.826912442,0.092696417,0.182527671
ENSMUSG00000057440,0.398056992,3.755669348,2.825056358,0.092803635,0.18271111
ENSMUSG00000037202,0.653524717,-0.007803133,2.823926483,0.092868969,0.182800737
ENSMUSG00000026121,-0.639632224,0.329497624,2.823782628,0.092877291,0.182800737
ENSMUSG00000042308,-0.175093706,4.985957776,2.822993338,0.092922965,0.182862939
ENSMUSG00000038095,0.131099398,7.270610512,2.82223403,0.092966927,0.182902929
ENSMUSG00000035329,-0.207657288,4.89052105,2.822156216,0.092971433,0.182902929
ENSMUSG00000019796,-0.392889512,2.105439277,2.821553973,0.09300632,0.182943868
ENSMUSG00000015882,-0.166813519,5.01641013,2.820613417,0.093060832,0.183023393
ENSMUSG00000086801,0.628240182,0.325636677,2.815697811,0.093346296,0.183557037
ENSMUSG00000091931,0.322621302,2.456356567,2.815121409,0.093379831,0.183574118
ENSMUSG00000042659,0.17269464,6.950486245,2.815062952,0.093383233,0.183574118
ENSMUSG00000024082,0.263677695,3.410559057,2.810475961,0.093650587,0.184071843
ENSMUSG00000079179,-0.162861554,4.933063972,2.80770849,0.093812292,0.184342214
ENSMUSG00000030802,0.160883072,5.491982671,2.807636312,0.093816513,0.184342214
ENSMUSG00000050855,0.446728901,1.640865881,2.805606829,0.093935296,0.18454506
ENSMUSG00000027433,-0.151535058,7.008256434,2.80538743,0.093948147,0.18454506
ENSMUSG00000060671,-0.301661151,2.468334907,2.804767996,0.093984439,0.18458845
ENSMUSG00000084797,0.584718643,0.697814259,2.80325457,0.094073175,0.184734811
ENSMUSG00000036104,0.138420797,6.036509974,2.800542797,0.094232401,0.185019531
ENSMUSG00000027582,0.171526232,5.574971739,2.798682986,0.094341771,0.185206293
ENSMUSG00000051502,-0.654542855,0.319731455,2.798292255,0.094364767,0.185223457
ENSMUSG00000074364,0.451433648,2.7406335,2.796609414,0.094463876,0.185389993
ENSMUSG00000051319,-0.271341849,3.727318469,2.795734748,0.094515433,0.185441052
ENSMUSG00000035202,-0.528513561,9.555101042,2.795683903,0.094518431,0.185441052
ENSMUSG00000031708,-0.141648784,6.534140648,2.792497395,0.094706526,0.185782039
ENSMUSG00000026317,-0.138495478,6.550048111,2.791384715,0.094772301,0.185863988
